"product","relation_type","rule"
"M1028375","related-products","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M11382""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M1028375","others","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M1028383,M1028384,M1028392,M1028393,M1028394,M1028396,M1028415,M1028416,M2780,M1028378,M1035586""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M1028375","up-selling","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M57825,M57833,M57835,M13721,M13722,M13723,M1015336,M64415,M64416,M1028376,M1028377,M1028378""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M1028376","related-products","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M11382""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M1028376","others","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M1028415,M1028416,M2780,M1028378,M1028383,M1028384,M1028392,M1028393,M1028394,M1028396,M1035586""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M1028376","up-selling","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M57825,M57833,M57835,M13721,M13722,M13723,M1015336,M64415,M64416,M1028375,M1028377,M1028378""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M1028483","related-products","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M1028473""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M1028483","up-selling","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M1028484,M1028485,M1028486,M1028488,M1028489,M1028492,M1022640,M1028496,M1028497,M1028499,M1028500""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M1028702","up-selling","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M75168,M88059,M1014645,M1014646,M1014642,M1014643,M1014644,M1014628,M1014629,M1014653,M1015355,M1015356,M1024601,M1015353,M1028699,M1080605""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M1030133","others","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M72887""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M1030133","up-selling","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M11542,M11543,M2366,M1028336,M62735""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M1031236","others","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M1031469""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M1031236","up-selling","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M1013168,M1025198,M1013170""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M1031238","others","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M1031469""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M1031238","up-selling","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M1031236,M1013168,M1025198""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M10569","related-products","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M75086""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M10569","others","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M15496""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M10569","up-selling","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M1000983,M1000979,M15496,M53233,M53238,M86489,M1000970,M1000971,M74815,M1018123,M1028038,M1024931""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M10577","related-products","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M75054,M75086,M75041""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M10577","up-selling","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M49344,M86729,M66923,M11473""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M1079219","up-selling","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M49320,M78380,M90850,M90851,M302,M75601,M1028095""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M1079221","up-selling","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M1079222,M49320,M78380,M90850,M90851,M1079219,M1028095""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M1079222","up-selling","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M1079221,M49320,M78380,M90850,M90851,M1079219,M1028095""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M1079243","others","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M69400,M69402,M87463,M1014465,M1014466,M1014467""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M1079243","up-selling","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M15226,M1006822,M39658,M1013287,M1013541,M1016129""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M1080190","up-selling","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M86428,M86429,M1000645,M1028061,M1028062,M1080189""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M10871","related-products","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M75069""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M10871","up-selling","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M46988,M53331,M11542,M11543,M10872""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M10872","related-products","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M75069""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M10872","up-selling","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M46988,M53331,M11542,M11543,M10871""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M11222","related-products","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M62670,M7134,M1025209,M1025205""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M11222","others","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M7134,M62670""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M11222","up-selling","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M1013168,M1013170,M1013292,M1016133,M1014948,M11977,M39656,M39654,M11975,M14084,M14087,M14090""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M11306","related-products","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M75041,M75054,M75086""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M11306","up-selling","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M523,M524,M526,M528,M61124,M61125,M1017711""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M11473","related-products","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M75041,M75054,M75086""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M11473","up-selling","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M49344,M86729,M66923,M10577""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M11480","related-products","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M562,M75086,M561""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M11480","up-selling","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M75071,M45050,M526,M528,M1017711""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M11542","up-selling","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M10871,M10872,M53331,M46988,M49218,M1000784,M1000785,M10063,M10064,M2365,M1014863,M1014865,M1014866,M1014864,M1014867,M1014868,M1014869,M1014870,M1014871,M1014872,M1014873,M1014874,M1014875,M1014876,M1014877,M1014878,M11543""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M12655","related-products","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M39733,M56424""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M12655","up-selling","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M90800,M90799,M90804,M90802,M90805,M1002203,M1018211,M90806,M213,M226,M229,M14054,M15127,M87416,M87464,M40490,M40491,M1024684,M1024689""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
